"","X","WS12.2","WS14.2","WS17.2","WS18.2","WS2.2","WS21.2","WS23.2","WS24.2","WS27.2","WS32.2","WS33.2","WS34.2","WS36.2","WS37.2","WS38.2","WS39.2","WS4.2","WS40.2","WS42.2","WS43.2","WS47.2","WS5.2","WS6.2","WS8.2","WS9.2","Ensembl"
"ENSG00000144668 - ITGA9","ITGA9",179,107,4,56,39,48,12,29,27,84,28,24,8,7,39,11,19,13,36,6,34,15,10,18,10,"ENSG00000144668"
"ENSG00000144671 - SLC22A14","SLC22A14",0,0,0,0,0,0,0,1,0,0,2,0,3,2,1,0,0,0,1,4,0,3,0,0,0,"ENSG00000144671"
"ENSG00000144674 - GOLGA4","GOLGA4",2778.999,1031,484,1333.999,1977.001,1775.001,961.001,968,618,572,2008,2872,815,1069.001,2890,3435,1524.999,3207,2672,1110,1739,2225,1543,6627.999,1288.001,"ENSG00000144674"
"ENSG00000144677 - CTDSPL","CTDSPL",2518,1566,463,818,1239,1900,729,916.001,536.001,603.999,1463.001,2971,1032,667,1897.001,2275,1297.999,1400,1137,1080,1214,2582,1037,3676,1189,"ENSG00000144677"
"ENSG00000144681 - STAC","STAC",2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"ENSG00000144681"
"ENSG00000144711 - IQSEC1","IQSEC1",480,277,33,154,132.001,395,76.001,133,234,131,167,430,133,66,312,305,157.999,278,116.999,126,174.001,297.001,78,338,78,"ENSG00000144711"
"ENSG00000144712 - CAND2","CAND2",15,6,0,2,0,7,1,0,8,14,6,12,2,0,11,7,0,7,4,7,1,2,2,3,0,"ENSG00000144712"
"ENSG00000144724 - PTPRG","PTPRG",372.001,192,48,136,161,234,103,103,90,71,290,418,155,110,417.999,396,243,296,259,100,232,429,170,717,132,"ENSG00000144724"
"ENSG00000144730 - IL17RD","IL17RD",51,37.96,8,8,13,47.041,8,16,7,21,25,35,18.031,8,20,9.008,15,7,9,23,9,41,10,35,17,"ENSG00000144730"
"ENSG00000144736 - SHQ1","SHQ1",302,177.999,48,129,148,311,102,119,110,99,159,481,232,74,383,426,144,277,254,166,108,215,197,975,149,"ENSG00000144736"
"ENSG00000144741 - SLC25A26","SLC25A26",175.212,95.457,38.431,37.052,47.467,140.719,23.106,51.969,41.761,36.154,78.45,228.958,96.552,23.488,151.375,152.978,103.212,129.77,82.058,62.023,46.976,98.31,100.821,352.133,61.392,"ENSG00000144741"
"ENSG00000144744 - UBA3","UBA3",777.001,410,188,520,887,643.999,344.001,322,299.001,231,515.001,977,279,274,732,916.001,658,734,772.001,320,396,839,667,2303.999,449,"ENSG00000144744"
"ENSG00000144746 - ARL6IP5","ARL6IP5",4996,2408.999,1970,2832,4655,4442,2046,2427,1707,1342,4526,5493,1511,2078,3212,4279,2894,4991,5268,1370,3416,6162,4311,14937,3131,"ENSG00000144746"
"ENSG00000144747 - TMF1","TMF1",1105,528.001,277,739,875.001,733,317,536,268,175,891,1255,366,596,921,1050.999,915.001,1197,975,413,775,1178,693.001,2435,891.999,"ENSG00000144747"
"ENSG00000144749 - LRIG1","LRIG1",751,554.001,69,161,297,733.999,188,274,230.001,259,336.958,1372,359,117,1020,1431.999,308.001,721,522,299,259.984,454,377,2159.001,292,"ENSG00000144749"
"ENSG00000144771 - LRTM1","LRTM1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ENSG00000144771"
"ENSG00000144791 - LIMD1","LIMD1",520.999,317.309,103,265.999,312.021,589,180,279.938,185,173.006,384.998,752.029,341,170,814,791,496,571,462.943,331.006,359,651.999,391,1517,214.002,"ENSG00000144791"
"ENSG00000144802 - NFKBIZ","NFKBIZ",651,319,63,108,101,124,67,224,62,68,407,353,72,163,250,368,330,199,225,186,234,659.001,130,337,226,"ENSG00000144802"
"ENSG00000144810 - COL8A1","COL8A1",9,15,3,3.965,8,1,1,2,12,14,10.365,1,1,2,3,8,6.724,2,3,5,6.496,0,2,1,2,"ENSG00000144810"
"ENSG00000144815 - NXPE3","NXPE3",95,56,7,36,11,107,11,28,80,41,34,80,9,8,66,43,21,62.999,9,37,21,39,19,43,9,"ENSG00000144815"
"ENSG00000144820 - ADGRG7","ADGRG7",2978.999,626,311,228,551,690,244,541,250,150,1506,1150,33,1007,324,274,1136,834,587,212,1050.999,1247,785,978,705,"ENSG00000144820"
"ENSG00000144821 - MYH15","MYH15",14,10,6,12,17,17,7,13,6,7,9,70,16,2,24,38,35,1,42,5,4,15,7,78,9,"ENSG00000144821"
"ENSG00000144824 - PHLDB2","PHLDB2",89.001,57,2,35,31.109,49.051,14,20,21,41,14,42.172,29,12,62.999,32.181,9,29.246,20,14,26,25,23.087,209.58,29,"ENSG00000144824"
"ENSG00000144827 - ABHD10","ABHD10",342,256,106,163,207,396,107,146,161,184,193,634.999,341,56,418.999,684,208,384,317.001,180,155,412,299,1259,176,"ENSG00000144827"
"ENSG00000144834 - TAGLN3","TAGLN3",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,"ENSG00000144834"
"ENSG00000144837 - PLA1A","PLA1A",6,21,0,1,5,17,3,1,12,21,8,6,0,0,17,7,0,7,6,0,3,13,3,26,3,"ENSG00000144837"
"ENSG00000144840 - RABL3","RABL3",680,376,134,443.999,583,593.001,289,296,206,218,508.969,950.046,409.999,259,823.001,957.999,509.001,631,656.999,353,383.001,732.999,558,2144,364,"ENSG00000144840"
"ENSG00000144843 - ADPRH","ADPRH",71,43,4,43,16,52,7,17,46,56,26,52,24,5,40,41,8,40,12,25,26,32,15,51,6,"ENSG00000144843"
"ENSG00000144848 - ATG3","ATG3",1105,580.001,257,589,1064.001,1048,554.999,463,456,431,763,1584,805.999,375,1382,2016,889.001,1188,1207,526.999,587,1056.001,918,3722,654.001,"ENSG00000144848"
"ENSG00000144852 - NR1I2","NR1I2",2471.767,801.981,657.893,1135.892,1786.881,978.909,700.973,793.951,371.969,360,1360.866,2027.99,583,852.001,1067.965,1322.853,1595.001,1348.866,1167.991,970.958,1317.031,2326.774,1366.964,2663.819,799.934,"ENSG00000144852"
"ENSG00000144857 - BOC","BOC",68,38,0,27,3,21,6,1,9,25,6,4,5,0,17,6,4,8,8,2,21,4,1,7,5,"ENSG00000144857"
"ENSG00000144867 - SRPRB","SRPRB",285,318,45,318,315,733,259.999,189,303,400.999,314,1094,1611.001,78,1251,2001,406,731,826,283,163,472.999,513,3241.001,332,"ENSG00000144867"
"ENSG00000144868 - TMEM108","TMEM108",12,7,0,12,0,6,0,1,5,6,0,0,0,1,1,0,0,1,2,3,0,2,0,0,0,"ENSG00000144868"
"ENSG00000144891 - AGTR1","AGTR1",1,5,0,0,2,1,0,0,3,3,6,1,0,0,2,0,0,0,1,0,0,4,1,6,0,"ENSG00000144891"
"ENSG00000144893 - MED12L","MED12L",23,0,9,4,0,0,0,12,0,0,5,12,4,1,0,0,0,6,0,7.999,2,15,1,0,2,"ENSG00000144893"
"ENSG00000144895 - EIF2A","EIF2A",1148.999,764.001,212,594,1138.001,1257.999,509,522.001,577,429.999,597,2167,1022.001,298,1818.001,2690.001,693.999,1209.001,1356.001,541.999,532.001,867.001,862.002,4139.001,610.002,"ENSG00000144895"
"ENSG00000144908 - ALDH1L1","ALDH1L1",434,181,63,836.998,778.001,513,357,55,136,230.999,63.999,227.001,579,66,241,516,121,397,286.001,80.001,112.999,106,478.001,784,375.999,"ENSG00000144908"
"ENSG00000144909 - OSBPL11","OSBPL11",980,301,207,642,801,513,262,420,189,173,778,802,217,414,497,821,558,624,823,359,677,931,369,1656,449,"ENSG00000144909"
"ENSG00000144935 - TRPC1","TRPC1",20,6,1,7,4,5,5,0,3,3,0,2,0,0,1,0,1,3,2,0,3,0,6,2,0,"ENSG00000144935"
"ENSG00000144959 - NCEH1","NCEH1",4190,748,784,964,2156.999,1502,1257,1313,629,370,1933,2487,330,1465,1577,1967.999,1931,2442,1893,656,1911,2318,1615,4496.001,1366,"ENSG00000144959"
"ENSG00000144962 - SPATA16","SPATA16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000144962"
"ENSG00000145002 - FAM86B2","FAM86B2",7.103,13.037,1.014,0,1.008,18.684,13.438,0,3.095,4.751,7.552,16.782,25.648,3.054,27.83,29.564,0,20.781,0,6.005,0,9.246,0,42.907,1.569,"ENSG00000145002"
"ENSG00000145012 - LPP","LPP",4746.361,2205.441,636.754,1958.552,2080.462,2393.742,1110.935,1372.945,735.155,1429.893,2776.027,3334.998,1302.856,1264.428,3098.881,2967.998,1740.427,2536.885,2513.94,1306.511,2087.177,2711.081,1551.498,5563.784,1396.662,"ENSG00000145012"
"ENSG00000145014 - TMEM44","TMEM44",500,592.999,155,379.999,569.001,522.999,327.999,351.001,257.001,172.999,604,655.002,398,234,307.001,644,491.172,454.999,519,346.999,315.001,889.999,387,1215.998,311,"ENSG00000145014"
"ENSG00000145016 - RUBCN","RUBCN",460,258.003,110,274,352.001,467.382,200,218,224.958,170,352.999,380,203,225,300,482.001,286,364.001,451.999,212,256.001,348.999,181,830,188.003,"ENSG00000145016"
"ENSG00000145020 - AMT","AMT",297.137,246.278,56.33,144.899,241.017,393.411,128.551,127.64,86.056,131.92,208.996,680.361,352.776,66.392,381.955,599.043,209.176,341.782,215.519,239.853,147.691,394.328,228.518,873.265,155.936,"ENSG00000145020"
"ENSG00000145022 - TCTA","TCTA",1872,852.998,358,810,1446,1212,691,608.999,403,429,1105,1500,690,468,1181.001,1816,1091,1313,1529,820.001,902,1454,1037,3713,618,"ENSG00000145022"
"ENSG00000145029 - NICN1","NICN1",203.891,105.562,20.538,48.848,121.598,94.378,38.657,30.378,56.538,45.119,98.673,75.009,60.722,30.307,66.767,123.163,121.596,101.703,60.615,61.497,84.574,70.193,107.586,190.035,44.891,"ENSG00000145029"
"ENSG00000145040 - UCN2","UCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000145040"
"ENSG00000145041 - DCAF1","DCAF1",444,225,58,150,238,432,178,167,139,150,246,725,324.999,113,650,793,234,489,386,235.001,200,367.999,200,1254.049,198,"ENSG00000145041"
"ENSG00000145050 - MANF","MANF",621.001,645.999,171,733.001,1033.001,1730.001,590.999,357,558.001,1100.999,723,1061.001,3016,268,1706,3712.001,677,1146,2275,455,338,865,763.999,7736.999,640,"ENSG00000145050"
"ENSG00000145087 - STXBP5L","STXBP5L",4,1,0,0,2,2,0,0,2,0,6,0,0,0,3,0,0,1,1,1,0,3,0,6,0,"ENSG00000145087"
"ENSG00000145088 - EAF2","EAF2",35,27,16,44,25,51,10,30,74,29,33,72,39,12,56,76,38,60,51,31,18,36,18,90.999,15,"ENSG00000145088"
"ENSG00000145103 - ILDR1","ILDR1",943,204,221,415,732,428,397,388.999,177,136,750,929,360,262,845,974,457,502,496,426,434,1002,460,1364,510,"ENSG00000145103"
"ENSG00000145107 - TM4SF19","TM4SF19",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.587,0,0,0,0,"ENSG00000145107"
"ENSG00000145113 - MUC4","MUC4",51.516,287.361,0.012,201.779,0.015,0.01,185.29,227.112,91.051,0.01,95.787,586.8,150.044,165.494,1249.992,831.617,54.613,276.989,790.3,0.017,240.791,435.44,47.848,881.173,55.776,"ENSG00000145113"
"ENSG00000145147 - SLIT2","SLIT2",27,18,3,14,7,33,2,17,12,14,10,18,7,2,28,41,4,11,9,4,6,7,5,3,6,"ENSG00000145147"
"ENSG00000145191 - EIF2B5","EIF2B5",713.999,648,178.999,404.002,668.002,908.999,381,372.999,422,438.001,547.999,1316.999,952,192.001,1177,1958.002,593.001,892,1106,370,419,792.001,689,3290.999,437.998,"ENSG00000145191"
"ENSG00000145192 - AHSG","AHSG",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,"ENSG00000145192"
"ENSG00000145194 - ECE2","ECE2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000145194"
"ENSG00000145198 - VWA5B2","VWA5B2",1,22,1,8,8,16,1,5,11,11,8,9,3,5,14,9,0,10,4,2,5,4,4,25,1,"ENSG00000145198"
"ENSG00000145214 - DGKQ","DGKQ",2904.999,944,458,1025.001,1576,1584,895,1042,704,719,1848,1636.001,752,670.999,1606.999,2124.001,1134,1620,2367.001,991.001,1059.999,1452.999,1139,4475,890,"ENSG00000145214"
"ENSG00000145216 - FIP1L1","FIP1L1",704.001,322,119.999,307,382.001,607.001,201.001,274.001,215.001,201.999,410.002,834,466.001,218,683.999,1267.999,495.999,645.308,596.274,276,315.999,588.803,298.999,1691.499,267.001,"ENSG00000145216"
"ENSG00000145217 - SLC26A1","SLC26A1",28,9,13,10,11,13,12,18,8,2,10,18,4,10,52,19,41,30,22,18,7,24,17,48,14,"ENSG00000145217"
"ENSG00000145220 - LYAR","LYAR",110,145,16,94,87,286.999,50,81,152,208,85,235,477,14,428,768,87,187,217,82,54,89,137,953,74,"ENSG00000145220"
"ENSG00000145241 - CENPC","CENPC",316,112,45,54,90,163.001,48,92,74,50,178.999,355,54,69,216,217.001,163.001,203,151,118,144,215.999,127,334.999,87,"ENSG00000145241"
"ENSG00000145242 - EPHA5","EPHA5",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000145242"
"ENSG00000145244 - CORIN","CORIN",0,0,1,1,2,0,0,0,0,0,1,0,1,0,3,2,0,2,0,0,1,0,0,0,0,"ENSG00000145244"
"ENSG00000145246 - ATP10D","ATP10D",118,55,7,29,31,71,14,29,28,31,53,120.999,40,9,104,90,34.001,85,56,15,45,76,25,152,18,"ENSG00000145246"
"ENSG00000145247 - OCIAD2","OCIAD2",3089,1283,1149,2026,3604,2720,1261.001,1370,823.001,586,2337,2939,1367.999,1044,1279,2959,3379,2232.001,2164.001,910.001,1557.999,4610.002,1963,4852.998,1288.002,"ENSG00000145247"
"ENSG00000145248 - SLC10A4","SLC10A4",6,1,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,"ENSG00000145248"
"ENSG00000145283 - SLC10A6","SLC10A6",6,3,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,4,4,1,1,2,"ENSG00000145283"
"ENSG00000145284 - SCD5","SCD5",60,38,1,13,9,38,9,9,19,16,8,15,4,1,18,33,8,23,12,22,16,19,4,35,10,"ENSG00000145284"
"ENSG00000145287 - PLAC8","PLAC8",28961,14662.002,11176.001,18915.999,24988.001,8661,8134.999,9904.003,4453,4454,24802.999,15313.001,3109,8661,5972,11134,21750,14311.001,12922,6953.625,15314.999,22734.001,17660.001,24776,12168,"ENSG00000145287"
"ENSG00000145293 - ENOPH1","ENOPH1",312,215,51,251,341,454,146,167,223,150,211.999,658,437,67.001,676,868,262,444.001,371.999,198,115,374.001,357,1968,196,"ENSG00000145293"
"ENSG00000145309 - CABS1","CABS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000145309"
"ENSG00000145321 - GC","GC",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"ENSG00000145321"
"ENSG00000145331 - TRMT10A","TRMT10A",151.999,55,21,86,93,86,47,35,29,17,66,149.001,98,50,163,187,101,101,132,48,90,107,124,407.999,77.001,"ENSG00000145331"
"ENSG00000145332 - KLHL8","KLHL8",1012,243.999,182,293,598,486,310,335,174,163.001,654,946.001,234,319.001,809,763,509,594,460,230,361.999,863,432.999,1754.999,388,"ENSG00000145332"
"ENSG00000145335 - SNCA","SNCA",17,22.001,0,0,9,7,0,6,5,19,5,2,4,0,10,5,0,2,3,2,5,2,2,1,1,"ENSG00000145335"
"ENSG00000145337 - PYURF","PYURF",1440,631.001,283,678,1205,1203,531,593,464,327,755,1659,919,471,1120,1576.999,1157,1128,749,440.978,754,1254,941,3083,647,"ENSG00000145337"
"ENSG00000145348 - TBCK","TBCK",356.025,152.207,65.021,91,161,182.146,81.999,59.994,64,65.008,167,385,145,56,275.001,374,165.001,213,162.043,87.062,96,253.19,116,612.733,96.002,"ENSG00000145348"
"ENSG00000145349 - CAMK2D","CAMK2D",2658.999,1207,516.999,1136.001,2207.999,1686,1085,1143.001,720,561,1696.001,2513.002,997,765.001,1693.001,2033,1625,1702,1585,927,1216.999,2340.999,1768.999,4959.999,1202.999,"ENSG00000145349"
"ENSG00000145354 - CISD2","CISD2",686.001,293.997,139.001,346.001,373.999,441.125,205,183,205.158,222.002,362,700,588,133,594.001,924.999,511,410,411,239.001,300.999,630,400,1900.999,328.999,"ENSG00000145354"
"ENSG00000145358 - DDIT4L","DDIT4L",3,3,0,1,0,3,0,0,0,4,1,2,0,1,2,0,7,0,0,2,3,1,0,0,0,"ENSG00000145358"
"ENSG00000145362 - ANK2","ANK2",138.117,85.017,0.998,31.995,18.004,54.997,6.997,23.992,29.995,63.993,36.995,22.994,3.003,4.003,44.251,18.996,8.998,24.002,26.004,20.224,34.992,30.003,3,31.285,12.005,"ENSG00000145362"
"ENSG00000145365 - TIFA","TIFA",86,77,2,42,24,116,33,22,64,36,30,124,41,7,152,143,34,78,44,23,41,77,23,325,23,"ENSG00000145365"
"ENSG00000145375 - SPATA5","SPATA5",67,45,11,46,22,61,22,26,36,18,29,124.981,57,18,120,169.552,35,75,41,25,26,52,37.078,225,42,"ENSG00000145375"
"ENSG00000145384 - FABP2","FABP2",5986,1704,602,2783,5091,3682,580,1505,833,759,1812,2468,1317,1899,1181,1131,3492,2037,3438,2411,2214,3526,3648,2601,1462,"ENSG00000145384"
"ENSG00000145386 - CCNA2","CCNA2",87,248,13,73,102,364,106,38,156,196,92,753,167,22,1274,1191,77,384,360,62,40,70,304,2427,138,"ENSG00000145386"
"ENSG00000145388 - METTL14","METTL14",510.001,195,101,212.802,287.875,333,133,209,154,142,300,693.999,224,89,383,539,362.965,426,287,180,197,449,259,927,180.999,"ENSG00000145388"
"ENSG00000145390 - USP53","USP53",2342,626.001,536,1268,983.999,737.001,552,773.001,272.001,204,1599.999,1668.999,390.001,774,1108,1269.001,1110.001,1340.998,1070,713.999,1274.001,2013,1188,1941,1052.001,"ENSG00000145390"
"ENSG00000145391 - SETD7","SETD7",316.093,217,33,186,203,363,109,105,186,190,139,512,279,20,881.001,934,65,335,391,104,78,207,176,1870.001,138,"ENSG00000145391"
"ENSG00000145414 - NAF1","NAF1",82,48,23,54.001,36,104,17,45,53,18,71,206,119,19,188,202,85,110,83,47,21,98,57,337,39,"ENSG00000145414"
"ENSG00000145416 - MARCHF1","MARCHF1",73,24,4,40,9,134.001,3,29,65.001,42,25,37,5,0,8,4,5,66,3,19,36,46,4,1,1,"ENSG00000145416"
"ENSG00000145423 - SFRP2","SFRP2",73,84,0,1,1,0,1,1,0,0,0,0,16,0,0,0,0,0,11,11,4,0,5,8,1,"ENSG00000145423"
"ENSG00000145428 - RNF175","RNF175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,"ENSG00000145428"
"ENSG00000145431 - PDGFC","PDGFC",55,28,7,5,16,43,10,8,32,14,33,66,17,7,31.001,55.001,3,31,15,22,21,46,33,21,29,"ENSG00000145431"
"ENSG00000145439 - CBR4","CBR4",559.999,328,188.001,246.999,577,414,269.001,244.001,228,186.999,476.999,706,164.999,145,561,883,490.001,544.001,497,252,300,552,409,1733.999,270.001,"ENSG00000145439"
"ENSG00000145451 - GLRA3","GLRA3",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ENSG00000145451"
"ENSG00000145476 - CYP4V2","CYP4V2",1522,551.121,214.958,473.999,1222.616,374.744,535,338.754,161.981,162.214,926.625,675.928,310.922,520.827,605.49,771.776,422,836.815,669.659,457.934,574,1037.001,678.961,1677,300.852,"ENSG00000145476"
"ENSG00000145491 - ROPN1L","ROPN1L",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,"ENSG00000145491"
"ENSG00000145494 - NDUFS6","NDUFS6",1865,1566,704,1552,2363,2659,1299,1033,1142,1614,1549,3033,3366.999,625,2367,4543,1590,2412,2714.001,1148,1062,2493,2311,7801,1197,"ENSG00000145494"
"ENSG00000145495 - MARCHF6","MARCHF6",3200.001,1407,715.001,1246.001,2015,1901.001,935,1197,828,641,2264.001,2630,991,1028.001,1923,2333,1590,2199.998,1842.001,1019,1533.999,2580,1470,4995.205,1446,"ENSG00000145495"
"ENSG00000145506 - NKD2","NKD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000145506"
"ENSG00000145526 - CDH18","CDH18",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,"ENSG00000145526"
"ENSG00000145536 - ADAMTS16","ADAMTS16",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"ENSG00000145536"
"ENSG00000145545 - SRD5A1","SRD5A1",605.001,298,137,252,314,421,171,214,199,96,277.001,687,194.001,193,311,444.999,370,406,383.999,184,216,380.999,285,811,207,"ENSG00000145545"
"ENSG00000145555 - MYO10","MYO10",1969.001,1073,571.999,976.001,1333.06,1688,823,950,677,802.999,1479.001,3075,1182,465.001,2637.999,2677.001,1218.06,2090,1725.999,962,1088,1528,894,4291.999,866.999,"ENSG00000145555"
"ENSG00000145569 - OTULINL","OTULINL",1716,573,473,1155,1380,1097,644,769,428,289,1532,1747,1119,745,1284,1707.001,995.001,1468,1495,766,800.999,1725,1108,3569.999,970,"ENSG00000145569"
"ENSG00000145604 - SKP2","SKP2",181,112.001,30.001,51,92.001,255,68,52.999,99,89,91.999,488,166,33,508.001,555,75.999,223.999,159,82,60,145.95,179,954.001,82,"ENSG00000145604"
