"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbols"
"ENSG00000161682 - FAM171A2",1.57725792301021,2.88258037448839,1.0133863203497,2.84450294680676,0.00444807743968,0.308855903960925," FAM171A2"
"ENSG00000012779 - ALOX5",26.9706897798711,2.84791687892593,2.83396223527584,1.00492407537277,0.31493341061575,0.735933009959955," ALOX5"
"ENSG00000133665 - DYDC2",0.74081925047688,2.80678954478353,1.71265509562364,1.63885276840371,0.101243926340219,0.516437689868319," DYDC2"
"ENSG00000036530 - CYP46A1",1.09848434608374,2.77674818092521,1.19437849444532,2.32484777132123,0.0200801015583352,0.38661819838798," CYP46A1"
"ENSG00000164932 - CTHRC1",3.93322811281199,2.75539679188131,0.891011110559876,3.09243819658987,0.00198519566431109,0.284380575713585," CTHRC1"
"ENSG00000158859 - ADAMTS4",4.72167477978496,2.71897057710796,0.82902716188366,3.27971229667566,0.00103912995671119,0.239295787475253," ADAMTS4"
"ENSG00000100344 - PNPLA3",0.896487571413541,2.66597743680816,1.2538920692478,2.1261618142361,0.0334897884214519,0.415101185034911," PNPLA3"
"ENSG00000152578 - GRIA4",2.37518053270482,2.64510599606416,0.988205944488576,2.67667484780521,0.00743567568762057,0.336561417516877," GRIA4"
"ENSG00000270106 - TSNAX-DISC1",0.987652734965607,2.64186292462339,1.32656039550866,1.9915134912575,0.046424463509576,0.432337402218064," TSNAX-DISC1"
"ENSG00000131668 - BARX1",0.638538606816711,2.63840823058507,1.44725336310276,1.82304515425593,0.0682965522613222,0.466669505735925," BARX1"
"ENSG00000248871 - TNFSF12-TNFSF13",3.38266691149642,2.63142338383515,2.9218372375665,0.900605738746343,0.367797982274534,0.777747026896203," TNFSF12-TNFSF13"
"ENSG00000253506 - NACA2",1.39411788528703,2.62166350828043,0.975114353033805,2.68857032011049,0.00717587198787424,0.336561417516877," NACA2"
"ENSG00000181135 - ZNF707",7.29192772550498,2.60772608844261,2.90430233698645,0.897883824019654,0.369247489386917,0.778630857959983," ZNF707"
"ENSG00000104938 - CLEC4M",0.723338183953494,2.57232834449058,1.5061214903344,1.70791557055564,0.0876520096076098,0.497999342760499," CLEC4M"
"ENSG00000170054 - SERPINA9",6.79115458679286,2.56510256617886,1.06158991487973,2.41628384955924,0.0156798326897999,0.37472719308157," SERPINA9"
"ENSG00000163661 - PTX3",1.53310576986453,2.56427056819761,0.910146979693887,2.81742468569204,0.00484104669393609,0.314581587843454," PTX3"
"ENSG00000167210 - LOXHD1",0.634247443602273,2.56386863899901,1.26447633591754,2.02761298584413,0.0425997626095633,0.426403758333328," LOXHD1"
"ENSG00000136244 - IL6",0.480241501224189,2.55319743616927,2.21026210325908,1.15515595747877,0.24802656670382,0.680978328229365," IL6"
"ENSG00000122691 - TWIST1",1.58458108901434,2.52957449852323,1.12109656026827,2.25633954127726,0.0240493748351126,0.388753888958984," TWIST1"
"ENSG00000233614 - DDX11L10",0.589246565505786,2.52474659748214,2.18380510149127,1.15612267585511,0.247630982066961,0.680515841142648," DDX11L10"
"ENSG00000164485 - IL22RA2",7.86680473484188,2.51824527133957,0.961870461309493,2.61807111522193,0.00884283740083331,0.339607974557895," IL22RA2"
"ENSG00000226359 - ACTG1P24",0.480212365651262,2.50672865723699,2.6862086963821,0.933184625830881,0.350724651248918,0.764190247159843," ACTG1P24"
"ENSG00000164220 - F2RL2",1.35562278755701,2.49203680422349,1.29780870620226,1.92018807726746,0.0548341470696615,0.444017492626832," F2RL2"
"ENSG00000196358 - NTNG2",2.69108765687489,2.48828429531962,0.793461800613834,3.13598498805443,0.00171277970731463,0.266359203201622," NTNG2"
"ENSG00000256977 - LIMS3",0.470655474573675,2.4793279839538,2.68862107164931,0.922155974338502,0.356447223597085,0.76879530978532," LIMS3"
"ENSG00000206432 - TMEM200C",2.78866984295243,2.47158994244729,0.913140515739252,2.70669179589119,0.00679573149861314,0.336561417516877," TMEM200C"
"ENSG00000099866 - MADCAM1",59.9200967580341,2.46666074711389,0.535019601636176,4.61041191681659,4.01871890050518e-06,0.0243735301315639," MADCAM1"
"ENSG00000187527 - ATP13A5",0.562731357750378,2.46039007512107,2.64207969670708,0.93123234631701,0.351733389170741,0.764987604469602," ATP13A5"
"ENSG00000261794 - GOLGA8H",1.00870686668454,2.45762386137925,1.32734914858841,1.85152780938824,0.064093657796368,0.462316035352991," GOLGA8H"
